,content
105,"https://www.facebook.com/photo.php?fbid=864291477110761&set=a.116958901844026.1073741828.100005897504623&type=3&theater

Mạnh Hùng Vũ cùng với David Nguyễn và 58 người khác.
12 tháng 4, 2018 lúc 04:36 ·

SÁNG NAY 12/4/2008, LẠI MỘT PHIÊN TÒA DIỄN RA KHÔNG CÓ LUẬT SƯ, PHIÊN TÒA RỪNG RÚ, NGẬM MÁU PHUN NGƯỜI, XỬ NGƯỜI YÊU NƯỚC, XỬ NGƯỜI VÔ TỘI CỦA NHÀ SẢN ! ĐÓ LÀ TÒA ÁN QUẬN THANH XUÂN XỬ THẦY GIÁO VŨ VĂN HÙNG VỀ Khác""TỘI CỐ Ý GÂY THƯƠNG TÍCH"" ĐƯỢC CHUẨN BỊ BẰNG MỌI MƯU HÈN KẾ BẨN ĐỂ CÔ LẬP ""BỊ CÁO"", BƯNG BÍT THÔNG TIN, VU CÁO NGƯỜI VÔ TỘI.

Hình ảnh bọn an tà canh, ngăn chặn người dân đến phiên tòa đã minh chứng cho một phiên tòa khốn nạn, vu cáo để xét xử người vô tội, người yêu nước."
106,"Walk Fun News‎WALK FUN
6 tháng 4, 2018 lúc 00:19 ·

Cô trò đáng yêu quá . Ngưỡng mộ cô giáo này lắm , nhớ từng kiểu chào của mấy chục học sinh . Các cháu học sinh sẽ không coi đi học là điều bắt buộc nữa . Đi học sẽ là niềm vui mỗi ngày của các học trò ."
107,https://www.facebook.com/permalink.php?story_fbid=186594068801372&id=100023523400758
108,"https://www.youtube.com/watch?v=YCwOEvchu8w&pbjreload=10

YOUTUBE.COM
Từ 'bắt cô giáo quỳ' tới phong hàm Giáo sư ở Việt Nam"
109,"http://www.bbc.com/vietnamese/vietnam-43355734

BBC.COM
Đắk Lắk: 500 giáo viên 'tuyển dư' bị buộc thôi việc"
110,"https://www.youtube.com/watch?v=SMg4t95wsy4

YOUTUBE.COM
Lời chia tay đẳng cấp của bộ trưởng giáo dục Phùng Xuân Nhạ"
111,"Dù có giải pháp tối ưu chấn hưng sự xuống cấp của giáo dục mà không có điều kiện thực hiện thì không có hiệu quả !

Thể chế chính trị độc tài không minh bạch là nguyên nhân của sự suy đồi xã hội nói chung và sự xuống cấp thê thảm của ngành giáo dục nói riêng. Có nói không với thể chế chính trị độc tài thì mới có thể nói không với sự áp đặt chương trình giáo dục và nói không với những vấn nạn ngày càng trầm trọng trong giáo dục đang hiện nay."
112,"Ảnh đại diện Hội cùng nhà văn Nguyễn Xuân Nghĩa thăm và chúc tết GS Nguyễn Đình Cống, GS Nguyễn Khắc Mai."
113,"Không xuống cấp sao được khi kẻ đứng đầu Bộ giáo dục đạo đức không ra gì. Mới mấy ngày trước, ông Nhạ còn vờ vịt chỉ đạo rà soát chất lượng giáo sư cả nước. Không biết các thầy cô giáo có thấy nhục không, chứKhác sinh viên chúng em nhục lắm ạ.

https://hoisinhviennhanquyen.org/2018/02/21/bo-truong-phung-xuan-nha-dao-van-noi-nhuc-nha-cua-nganh-giao-duc/

HOISINHVIENNHANQUYEN.ORG
Bộ trưởng Phùng Xuân Nhạ đạo văn, nỗi nhục nhã của ngành giáo dục"
114,"VOATIENGVIET.COM
Cống đập chặn mặn gây rối loạn hệ sinh thái và cái giá phải trả

Nam Sinh Đoàn
20 tháng 2, 2018 lúc 02:38 ·

Gần mươi năm trước.
Trong cuộc giao lưu sơ ngộ với anh Bình Gđ Sở, nguyên là dân Thủy lợi, mình nói các công trình ngàn tỉ ngăn mặn chỉ ăn hại, đó là những công trình thủy hại.
AnhKhác Bình giận cả mấy năm trời, còn gây khó cho anh Cua, vì lúc ấy mình cộng tác với Sóc Trăng làm nông nghiệp sinh học hữu cơ.
Sở dĩ nặng lòng với nhau như vậy chỉ vì hôm ấy ngoài các anh chị em bên sở, còn có báo đài và quan khách khoa học xa về.
Mãi đến khi ảnh về làm bí thư Trần Đề mới có cuộc nhậu mà ảnh chủ động giải hòa, cho rằng lúc ấy quá chủ quan, nhận thức chưa đầy đủ. Chỉ ít lâu sau ảnh qua đời.
Nay anh Hiền, người chứng kiến cuộc tiệc đưa bài viết này. Tôi xin thay nén nhang lòng, nhắc về chuyện cũ."
115,"BAOTIENGDAN.COM
Đây là toàn văn bài báo cáo sơ bộ về hiện tượng ngụy khoa học Phùng Xuân Nhạ, một ca điển hình của nền giáo dục Việt Nam. | Tiếng Dân"
116,"HÃY TRẢ LẠI GIÁO DỤC CHO NGÀNH GIÁO DỤC.

(https://vtc.vn/co-bang-chung-tieu-cuc-rat-lon-trong-hoi-don…)

Tiếp theo loạt bài nhận xét về việc ""phong hàm"" giáo sư, phó giáo sư (GS,PGS) cuối tháng giêng cũng nhưKhác công văn của ông thù tướng Nguyễn Xuân Phúc đòi ""nghiêm túc xem xét, rà soát kỹ lưỡng"" quy trình này, hôm nay 12/2/2018, báo điện tử VTC có đăng ý kiến các nhà giáo phê bình gắt gao và đề nghị giải tán cái Hội đồng Chức danh Giáo sư Nhà nước....
Xem thêm

Báo điện tử VTC News - Đọc báo tin tức trong ngày hôm nay
Báo tin tức VTC trong ngày Việt Nam hôm nay, tin tức trong nước thế giới được cập nhật 24h với các bài phóng sự video clip độc quyền trên BAO vtc.vn. Thông tin…
VTC.VN

Báo điện tử VTC News - Đọc báo tin tức trong ngày hôm nay

Báo điện tử VTC News - Đọc báo tin tức trong ngày hôm nay

Báo điện tử VTC News - Đọc báo tin tức trong ngày hôm nay

Xem thêm tại
vtc.vn"
117,"https://www.youtube.com/watch?v=3Erdrkg_XBQ

YOUTUBE.COM
Sốc: Bức tâm thư của cô gái trẻ Lynn Nguyen du học sinh ở Anh gởi cho Lãnh đạo CSVN."
118,"http://trithucvn.net/.../giao-su-na-uy-trinh-do-giao-duc...

TRITHUCVN.NET
403 Forbidden"
119,"GIAODUC.NET.VN
Xin mời thầy Nguyễn Minh Thuyết, thầy Mai Sỹ Tuấn dạy thị phạm 2 môn tích hợp"
120,"Một bài hay nên đọc.

CHANTROIMOIMEDIA.COM
Giáo dục Việt Nam: Nỗi đau nhiều kiếp chưa tan | Chân Trời Mới Media"
121,"Một nhà nước độc tài thì họ cần công cụ nô lệ, cần bằng lòng chứ đâu cần kiến thức và bằng cấp. Nên chuyện thực tế ở sở NNPTNT Quảng trị là chuyện thường tình ở VN.

http://m.danviet.vn/tin-tuc/quang-tri-57-nguoi-trong-mot-so-khong-co-bang-thpt-841876.html

DANVIET.VN
Quảng Trị: 57 người trong một sở không có bằng THPT"
122,"Tốt nghiệp đại học ở chốn thiên đường XHCN !

https://www.facebook.com/karaokehk/videos/1757489860975938/?id=100007348095402"
123,"https://chantroimoimedia.com/2016/12/16/de-chan-hung-nen-giao-duc-thi-phai-thay-doi-che-chinh-tri/

Nền giáo dục Việt Nam ngày càng sa sút nghiêm trọng, tụt hậu nhiều bậc so với các nước trong vùng.

Có nhiềuKhác nguyên nhân được đề cập đến để giải thích cho sự tụt hậu đó mà nổi bật là triết lý giáo dục. Có người nói Việt Nam chưa có triết lý giáo dục nhưng số đông khẳng định từ xa xưa Việt Nam đã có triết lý, có nguyên lý giáo dục. Sở dĩ có tình trạng tụt hậu là do mấy chục năm dưới chế độ toàn trị của đảng cộng sản, giáo dục đi theo chủ nghĩa Mác – Lê-nin, thực hiện một triết lý giáo dục sơ cứng, bảo thủ biến con người trở thành nô lệ.

Từ Hà Nội, Giáo sư Nguyễn Đình Cống qua cuộc trả lời phỏng vấn của nhà báo Trần Quang Thành đã khẳng định để chấn hưng giao dục phải thay đổi thể chế chính trị.

CHANTROIMOIMEDIA.COM
Để chấn hưng nền giáo dục thì phải thay đổi thể chế chính trị | Chân Trời Mới Media"
124,"Chỉ có thằng điên, ảo tưởng ... mới cải cách tiếng việt theo kiểu PGS TS Bùi Hiền !

https://thethaovanhoa.vn/xa-hoi/cong-cu-chuyen-doi-tieng-viet-thanh-tieq-viet-cai-tien-72-cuc-luc-phan-doi-n20171202093625854.htm

THETHAOVANHOA.VN
Bộ chuyển đổi tiếng Việt thành Tiếq Việt cải tiến mới: 72% cực lực phản đối"
125,"Nhà giáo Vi Đức Hồi - Nguyên thường vụ huyện ủy, hiệu trưởng trường đảng Hữu Lũng Lạng Sơn chia sẻ về tình trạng vi phạm nhân quyền của nhà cầm quyền CSVN trên radio Từ Cánh Đồng Mây..

https://www.4shared.com/mp3/PceMxpkHca/TCDM_pv_Nha_giao_Vi_Duc_Hoi_Se.html

4SHARED.COM
TCDM pv Nha giao Vi Duc Hoi Sep 9 2017 - MP3 Download, Play, Listen Songs - 4shared - Vinh Hoang"
126,"Việc cô giáo Trương Thị Lan chỉ nhận được lương hưu 1,3 trđ/tháng là đúng chính sách của nhà cầm quyền CSVN. Đây vừa là một minh chứng về chính sách đối xử bất công, nhưng đồng thời nó cũng logic với quy trìnhKhác thực hiện chính sách ngu dân trong lĩnh vực đào tạo công cụ nô lệ cho chế độ. Nếu ai quan tâm so sánh mức lương hưu của giáo viên với lương hưu của đám công nô cơ bắp ở các cấp độ thì rõ. Chế độ càng thối nát thì khoảng chênh lệch này càng xa. ""Nghề cao quý của những nghề cao quý"" bị rớt xuống tầng đáy của chế độ !

http://bnews.vn/vi-sao-co-giao-truong-thi-lan-chi-nhan-duoc-1-3-trieu-dong-luong-huu-/66426.html

BNEWS.VN
Vì sao cô giáo Trương Thị Lan chỉ nhận được 1,3 triệu đồng lương hưu?"
127,"https://www.facebook.com/SMLHotClip/videos/139344316716436/

Funbox Station
4 tháng 11, 2017 lúc 04:00 ·

Có ai hiểu được không ? 😘"
128,"Ở chế độc đảng, độc tài CSVN thì ngành nào cũng tham nhũng thối nát mục rỗng. Nguyên nhân do cơ chế và sự dung dưỡng tham nhũng của chế độ. Cái đáng nói đối với ngành giáo dục, chưa nói đến việc áp đặt chươngKhác trình giáo dục thực hiện chính sách ngu dân, bỏ qua về vấn đề kinh tế. Chỉ nói đến việc những kẻ không có nhân phẩm, tham tàn nắm quyền hành giáo dục, nó ảnh hưởng nghiêm trọng đến sự hình thành và phát triển nhân cách thế hệ trẻ, những mần non của đất nước không biết đến bao giờ !

http://redvn.info/pho-giam-doc-gddt-pham-ngoc-thanh-tau-tan-tai-san-tham-nhung-khong-lo-ra-nuoc-ngoai.html

Phó Giám đốc Sở GDĐT Phạm Ngọc Thanh tẩu tán tài sản tham nhũng khổng lồ ra nước ngoài?

Phó Giám đốc Sở GDĐT Phạm Ngọc Thanh tẩu tán tài sản tham nhũng khổng lồ ra nước ngoài?

Phó Giám đốc Sở GDĐT Phạm Ngọc Thanh tẩu tán tài sản tham nhũng khổng lồ ra nước ngoài?

Phó Giám đốc Sở GDĐT Phạm Ngọc Thanh tẩu tán tài sản tham nhũng khổng lồ ra nước ngoài?

Phó Giám đốc Sở GDĐT Phạm Ngọc Thanh tẩu tán tài sản tham nhũng khổng lồ ra nước ngoài?

Phó Giám đốc Sở GDĐT Phạm Ngọc Thanh tẩu tán tài sản tham nhũng khổng lồ ra nước ngoài?

Phó Giám đốc Sở GDĐT Phạm Ngọc Thanh tẩu tán tài sản tham nhũng khổng lồ ra nước ngoài?

Xem thêm tại
redvn.info"
129,"Cần dự luận lên án để vụ việc được điều tra xử lý theo quy định của pháp luật, kẻ nào bao che im lăng là đồng lõa với tội ác này !

http://redvn.info/dau-doc-gan-1-000-tre-bang-sua-milo-mien-phi-nestle-co-trach-nhiem-gi.html

Đầu độc gần 1.000 trẻ bằng sữa Milo miễn phí, Nestle có trách nhiệm gì?

Đầu độc gần 1.000 trẻ bằng sữa Milo miễn phí, Nestle có trách nhiệm gì?

Đầu độc gần 1.000 trẻ bằng sữa Milo miễn phí, Nestle có trách nhiệm gì?

Xem thêm tại
redvn.info"
130,"Ngành giáo dục đang suy thoái cực kỳ nguy hiểm như gieo cỏ dại!
Nhà giáo Phạm Toàn trả lời phỏng vấn của nhà báo Trần Quang Thành
Xã hội Việt Nam đang khủng hoảng toàn diện, ngànhKhác nào cũng suy thoái, nhưng suy thoái về giáo dục là cực kỳ nguy hiểm, như gieo cỏ dại.
Nguyên nhân cơ bản đưa đến thảm trạng đất nước hiện nay đó là do sự độc tài thống trị của đảng cộng sản với học thuyết Mác - Lênin
Từ Hà Nội, nhà giáo Phạm Toàn đã nói lên những trăn trở của mình về những suy thoái của ngành giáo dục hiện nay qua nội dung trả lời phỏng vấn của nhà báo Trần Quang Thành.
Nội dung như sau – Mời quí vị cùng nghe.
Youtube PV nhà giáo Phạm Toàn:
<div style=""position:relative;height:0;padding-bottom:56.25%""><iframe src=""https://www.youtube.com/embed/u6DqHswHXvE?ecver=2"" style=""position:absolute;width:100%;height:100%;left:0"" width=""640"" height=""360"" frameborder=""0"" allowfullscreen></iframe></div>

Ngành giáo dục đang suy thoái cực kỳ nguy hiểm như gieo cỏ dại!
YOUTUBE.COM

YOUTUBE.COM
Ngành giáo dục đang suy thoái cực kỳ nguy hiểm như gieo cỏ dại!"
131,"Nếu không có tiền, ""tình"" và quyền lực trao đổi thì không thể trở thành công chức của nhà nước XHCN VN. Thực tế việc tuyển dụng giáo viên nói riêng, công chức nói chung ở VN không cần người giỏi, không cần tri thức nên có học giỏi đến mấy cũng chỉ ra đường để kiếm sống thôi ! Nên chuyện hô hào cải cách gì thì cải cách nhưng không thay đổi cơ chế độc tài, độc tôn quyền lực thì xã hội Việt Nam còn tăm tối suy đồi, đất nước còn tụt hậu.
https://www.facebook.com/binh56hp/posts/134896710491203"
132,"Vật lý khám phá đã đăng một video vào danh sách phát Thí nghiệm vật lý.
19 tháng 8, 2017 lúc 15:03 ·

Tại sao sờ vào một quả cầu có hiệu điện thế 200 000V mà bạn không chết trong khi lại có người chết vì dòng điện có hiệu điện thế 220V. Sự khác biệt nằm ở hiểu biết"
133,"Nhiều tiêu cực tham nhũng ở trường CĐKT-KT Thương mại, TTCP đã kết luận sai phạm hơn 10 năm nay. Chính quyền ở đâu không xử lý ?!

NHỮNG KẺ TIÊU CỰC, THAM NHŨNG, ĂN CẮP NẮM QUYỀN HÀNH TRONG GIÁO DỤC THÌ GIÁO DỤCKhác AI, GIÁO DỤC CÁI GÌ ?! MỘT NHÀ NƯỚC, MỘT CHÍNH QUYỀN LÀM NGƠ NHỮNG CHUYỆN NHƯ THẾ NÀY THÌ CÓ PHẢI NHÀ NƯỚC ẤY, CHÍNH QUYỀN ẤY NHỮNG TÊN ĐÃ VÀ ĐANG NẮM QUYỀN HÀNH TRONG TAY LÀ NHỮNG KẺ ĐỒNG LÕA, TỘI PHẠM KHÔNG ?!
Nội dung tài liệu cụ thể được tổng hợp như sau :

http://hanhtrinhvicongly.blogspot.com/2014/08/tai-lieu-nhung-nam-thang-au-tranh-chong.html

HANHTRINHVICONGLY.BLOGSPOT.COM
TÀI LIỆU NHỮNG NĂM THÁNG ĐẤU TRANH CHỐNG THAM NHŨNG"
134,"Chủ nghĩa xã hội, xã hội chủ nghĩa là cái gì đây ?!?!?!
Khi nào thì ngành giáo dục Việt Nam không bị đảng áp đặt chương trình giáo dục nhồi sọ, bỏ môn học Mac Lê ??? Khi nào thì học sinh - sinh viên Việt NamKhác hiểu được mình đang bị mất thời gian, tuổi xuân, tiền bạc của bố mẹ vào những môn học vô bổ, phản khoa học. Chưa nói đến sự ảnh hưởng của nó làm cho tư duy thế hệ trẻ ở VN bị què quặt !

https://www.youtube.com/watch?v=ob66O1TQrxs

YOUTUBE.COM
Bài nói của Giáo sư Trần Phương về Chủ nghĩa Xã hội và Việt Nam"
135,"Phu huynh phản ánh, báo chí lên tiếng, dư luận bất bình về việc thu phí bất hợp lý ở trường Trung học phổ thông Nguyễn Công Trứ Gò Vấp TP Sài Gòn.
http://toiladangovap.com/go-vap-phu-huynh-thac-mac-nhieu-khoan-thu-bat-hop-ly-o-truong-nguyen-cong-tru-807912

TOILADANGOVAP.COM
GÒ VẤP: Phụ huynh thắc mắc nhiều khoản thu bất hợp lý ở Trường Nguyễn Công Trứ"
136,"Khi nào nghành giáo dục ở VN chấm dứt trò vô bổ thi giáo viên dạy giỏi ?!?!?

http://m.phunuonline.com.vn/giao-duc/thi-giao-vien-gioi-o-viet-nam-nhung-bat-cap-va-vo-bo-84340/

M.PHUNUONLINE.COM.VN
Thi giáo viên giỏi ở Việt Nam: Những bất cập và vô bổ!?"
137,"Anh Chi nói về môi trường giáo dục ở xứ ""tư bản dãy chết"" !

https://www.facebook.com/profile.php?id=100021951609996

Thanh Quang"
138,"Chiều nay 23/9, đại diện Hội GCCVA đã đến thăm hỏi gia đình, động viên hai cháu Phú - Tài là con trai của chị Trần Thuý Nga người phụ nữ kiên cường dũng cảm tranh đấu cho quyền lợi của người lao động, tranh đấuKhác cho dân chủ và nhân quyền đang bị nhà cầm quyền CSVN bỏ tù.

Đại diện hội chúc các cháu ngoan, học giỏi, chóng lớn, thành người có ích cho xã hội."
139,"""nhìn lại tấm ảnh trên, liên hệ với chuyện lãnh đạo OceanBank đút lót cho quan chức ngành dầu khí mỗi ông hàng chục tỉ đồng để phè phỡn chi xài cá nhân, một lần nữa lại thấy nhói lòng và căm phẫn trước sự vô cảm dâng đến tột cùng"".

http://www.baomoi.com/noi-thang-vo-cam-tot-cung-cam-phan-tot-cung/c/23239551.epi

BAOMOI.COM
NÓI THẲNG: Vô cảm tột cùng, căm phẫn tột cùng"
140,"Sáng nay ngày 24/8/2017 (2/7 âm lịch) nhân dịp giỗ lần thứ 3, anh em hội GCCVA, hội BBTT, dân oan Dương Nội, cùng những người đang tranh đấu cho tự do dân chủ nhân quyền đã đến thắp hương tưởng nhớ cựu chiến binh - nhà giáo Nguyễn Anh Dũng người có nhiều đóng góp cho phong trào."
141,"Nếu giáo dục con người cho nó ra con người thì chế độ độc tài đảng trị làm sao tồn tại lâu được. Nên những câu hỏi của dư luận : ""Điểm chuẩn sư phạm thấp : vì đâu nên nỗi ?"" làm sao ông BT BGDĐT có thể trả lờiKhác được, trong khi ông cũng chỉ là thứ công cụ được dựng lên để bảo vệ chế độ.

http://tuoitre.vn/tin/giao-duc/20170812/diem-chuan-su-pham-thap-vi-dau-nen-noi/1367392.html

TUOITRE.VN
Điểm chuẩn sư phạm thấp: vì đâu nên nỗi? - Tuổi Trẻ Online"
142,"CNMLN - Bạo lực cách mạng đang được học sinh thực hiện trong nhà trường XHCN ?!

https://www.facebook.com/motphimhay.vn/videos/467986453544863/"
143,"Chiều qua 9/8, đại diện của hội đã đến thăm hỏi và động viên ông Lê Hùng hội trưởng Hội Bầu Bí Tương Thân đang điều trị bệnh tắc mạch máu não tại bệnh viện Lão khoa Hà Nội. Bệnh đang thuyên giảm, sức khỏe ôngKhác đang hồi phục. Mong ông sớm khỏi bệnh và mạnh khoẻ, xuất viện để về đóng góp cho những công việc mang đầy ý nghĩa của cuộc sống chung."
144,"Dư luận xã hội hãy cùng nhau lên tiếng mạnh mẽ để sự thật được sáng tỏ, tội phạm được đưa ra ánh sáng.

Tất cả những ai không muốn con cháu mình là nạn nhân bị ""tấn công tình dục"" như cháu bé ở trường tiểu họcKhác Thủ Đức SG, hãy cùng nhau lên tiếng yêu cầu các cơ quan hữu trách giúp phụ huynh cháu bé, làm rõ xử lý tội phạm và trách nhiệm của những kẻ thực thi công pháp theo quy định của pháp luật.

Không thể hiểu nổi kết luận điều tra về sự việc xảy ra vì lý do gì đã trả lời một cách rất ấm ớ, phi lý, trái sự thật đến vô lương.

http://conglyxahoi.net.vn/phap-luat/vu-be-gai-bi-tan-cong-tinh-duc-tai-truong-hoc-khien-du-luan-xon-xao-o-tp-hcm-hang-loat-tinh-tiet-can-duoc-lam-ro-4236.html

CONGLYXAHOI.NET.VN
Vụ bé gái bị “tấn công tình dục” tại trường học khiến dư luận xôn xao ở TP.HCM: Hàng loạt tình tiết cần được làm rõ"
145,VIẾT LẠI LỊCH SỬ THEO SỰ THẬT
146,"Thầy Dương Tuấn Ngọc giảng thế nào là tự do và thực hiện quyền con người đấu tranh vì lẽ phải và công lý cho giới trẻ.
https://www.youtube.com/watch?v=3ufTk3mt5jg

YOUTUBE.COM
Dương Tuấn Ngọc - Một Đất Nước Nghèo Thì Thằng Lãnh Đạo Ngu Như ... Bò!"
147,"Anh em trong hội giáo chức Chu Văn An hết sức lo cho sức khỏe của thầy Hoàng . Việc gì đến đã đến , chúng tôi mong thầy sớm ổn định tâm lý , giữ gìn sức khỏe . Hẹn gặp thầy vào một ngày không xa .

https://www.facebook.com/permalink.php?story_fbid=448740672170740&id=100011044337332&pnref=story

Xuan Ly cùng với Ton-Vinh Trinh-Do và 11 người khác.
25 tháng 6, 2017 lúc 11:05 ·

Gs Phạm Minh Hoàng đã tới Paris

PARIS (CTM Media) – Vào lúc 7 giờ sáng Paris ngày hôm nay, Chủ Nhật 25 Tháng 6, 2017, máy bay chở Gs Phạm Minh Hoàng, người vừa bị nhà nước CSVN tước quốc tịch một cách phiKhác pháp và cưỡng bách rời quê hương Việt Nam, đã đáp xuống phi trường Charles de Gaulle, Paris.

Gs Phạm Minh Hoàng, dáng vẻ rất mệt mỏi, đã được thân nhân và các chiến hữu trong Đảng Bộ Việt Tân tại Pháp đón tiếp ngay lối ra.

Vào tối ngày hôm trước, bất chấp mọi phản đối lệnh trục xuất phi pháp của Gs Phạm Minh Hoàng và gia đình, nhà nước CSVN đã cưỡng bức Gs Phạm Minh Hoàng lên máy bay khởi hành lúc 11 giờ 30 phút tối để đi Paris.

Sau đây là vài hình ảnh sơ khởi tại phi trường.

https://chantroimoimedia.com/2017/06/25/gs-pham-minh-hoang-da-toi-paris/"
148,"Tất cả những việc làm của nhà cầm quyền CSVN đang minh chứng cho một nhà nước độc tài đảng trị bất chấp luật pháp của chính họ và sự cam kết thực hiện công ước quốc tế.

https://www.facebook.com/photo.php?fbid=1618853291467955&set=a.789562024397090.1073741826.100000298997773&type=3&theater

Ngoc Duc Nguyen cùng với JB Thái Văn Dung và 7 người khác.
23 tháng 6, 2017 lúc 13:35 ·

SOS – BÁO ĐỘNG : CÔNG AN ẬP VÀO NHÀ BẮT NHÀ GIÁO PHẠM MINH HOÀNG

Theo tin chị Lê Thị Kiều Oanh cho biết, vào khoảng 18g chiều ngày 23/6/2017, công an đã ập vào nhà anh Phạm Minh Hoàng và bắt mang đi đâu khôngKhác rõ. Chị Oanh cũng cho biết thêm là công an nói sẽ trục xuất anh Hoàng ra khỏi Việt Nam vào ngày mai.

Việc tước quốc tịch nhà giáo Phạm Minh Hoàng đã gây ra làn sóng phản đối từ trong nướcra đến quốc tế. Nay nhà cầm quyền Việt Nam đi thêm 1 bước mới là dùng bạo lực để cưỡng bức anh Hoàng. Đây là hành động không thể chấp nhận được.

Xin cùng nhau tiếp tay báo động việc làm phi nhân, phi luật pháp này của nhà cầm quyền Việt Nam."
149,"http://trithucvn.net/van-hoa/tre-em-viet-nam-va-trung-quoc-duoc-day-noi-doi.html

TRITHUCVN.NET
Trẻ em Việt Nam và Trung Quốc được dạy nói dối - Trí thức VN"
150,"Để chấn hưng nền giáo dục thì phải thay đổi thể chế chính trị

https://www.youtube.com/watch?v=RHEPK4a783I

YOUTUBE.COM
www.youtube.com"
151,"Chối lỗi, trách nhiệm, tình người ở đâu ?!!! Tiếng vỗ tay của đám""thầy, cô"" vô hồn, vô cảm trước ""cáo trạng"" của VKS và phán quyết của ""tòa án"" bỏ qua lỗi, trách nhiệm của giáo viên chủ nhiệm cũng như nhàKhác trường ?!!! Điều này nói lên cái nền giáo dục, nền tư pháp gì vậy ?! Nguyên nhân nào dẫn đến một xã hội mất tính nhân văn đến như vậy ?!

http://www.baomoi.com/vu-doi-boi-thuong-cho-hoc-sinh-bi-mu-mat-nhung-tieng-vo-tay-chat-dang/c/22303366.epi?utm_source=desktop&utm_medium=facebook&utm_campaign=share

BAOMOI.COM
Vụ đòi bồi thường cho học sinh bị mù mắt: Những tiếng vỗ tay chát đắng"
152,"http://tiengnoicongdan.blogspot.com/2017/05/thu-ngo-gui-co-quan-ant-tphcm.html

TIENGNOICONGDAN.BLOGSPOT.COM
THƯ NGỎ GỬI CƠ QUAN ANĐT TPHCM"
153,"https://www.facebook.com/photo.php?fbid=424979231213551&set=a.207472719630871.1073741829.100011044337332&type=3&theater

Nguyễn Quốc Dũng
7 tháng 5, 2017 lúc 12:59 ·

MỘT NỀN GIÁO DỤC BỆNH HOẠN

Giám đốc sở GD Nghệ An đang đầu độc thế hệ trẻ Nghệ An .
Hắn muốn nhuộm những trái tim non trẻ thành những trái tim đen , sát máu và hận thù .

Tổ quốc ơi , non sông đất nước ơi ,Khác dân tộc ơi ! Hãy cứu thế hệ trẻ VN trong cơn nguy biến của nền giáo dục bệnh hoạn hiện nay !
Bôi nhọ 12"
154,"TRITHUCVN.NET
Diễn văn tốt nghiệp của một giáo sư: 'Nếu Trung Quốc có đại biến, hãy đứng về phía chính nghĩa'

Trí thức Việt Nam
30 tháng 4, 2017 lúc 08:20 ·

""Thầy hy vọng, các em khi đối mặt với những cơn sóng lớn ập đến, thì hãy lựa chọn đứng về phía lý trí, đứng về phía văn minh, lựa chọn đứng về phía nhân dân.""

Bài diễn văn tốt nghiệp của giáo sư Tùng Nhật Vân đã dấy lên một cơn sóng lớn và được truyền tải mạnh mẽ trên các trang mạng xã hội TQ."
155,"TS. Trần Nhơn nguyên Thứ trưởng bộ thủy lợi của chế độ CSVN nói cần phải loại bỏ CNMLN khỏi chương trình giáo dục trong buổi kỷ niệm 1 năm ngày thành lập hội GCCVA.

https://www.youtube.com/watch?v=KoS8RGO-AfE&feature=share

YOUTUBE.COM
Trần Nhơn."
156,"Thủ tướng CS Nguyễn Xuân Phúc được nhiều người dân Việt Nam gọi là thủ tướng CLMV, Made In Việt Nam ... làm Chủ tịch Hội đồng giáo dục quốc gia !!!

Thế này thì Giáo dục Việt Nam ""nhất thế giới"" đến nơi rồi ???

http://vnexpress.net/tin-tuc/giao-duc/thu-tuong-lam-chu-tich-hoi-dong-quoc-gia-giao-duc-3558198.html

VNEXPRESS.NET
Thủ tướng làm Chủ tịch Hội đồng quốc gia giáo dục - VnExpress"
157,"Mời các Thầy Cô đọc và cho ý kiến.

GIAODUC.NET.VN
Giáo viên phản biện, tức thì vào danh sách hâm, chống phá"
158,"GIAODUC.NET.VN
Giáo viên im lặng đâu phải vì đồng ý, họ đang tự bảo vệ mình!"
159,"Nền giáo dục được gọi là nền giáo dục XHCN đã biến con người trở thành một công cụ mất nhân tính.
http://hoigiaochucchuvanan.blogspot.com/2017/02/con-ba-nam-nua-moi-phai-thuc-hiem-mat.html

HOIGIAOCHUCCHUVANAN.BLOGSPOT.COM
‘Lập thành tích chào mừng ngày TQ xâm lược VN’: Công an Lạng Sơn “cấm quay phim, chụp ảnh” và thắp hương"
160,"CNMLN - Lý luận bạo lực cách mạng, chính quyền nở trên nòng súng sinh ra một nhà nước bạo lực -> sinh ra một nền giáo dục tư tưởng bạo lực -> kết quả dẫn đến bạo lực học đường ngày một trở thành phổ biến, đangKhác là báo động đỏ trong xã hội VN hôm nay. Muốn chấn hưng nền giáo dục, xây dựng một xã hội văn minh, không có cách nào khác trước hết phải loại bỏ tư tưởng bạo lực trong giáo dục. Muốn loại bỏ tư tưởng bạo lực phải loại bỏ CNML khỏi chương trình giáo dục.

https://www.facebook.com/nhatnamtintuc/?pnref=story.unseen-section

Vạn Sự Lành"
161,"Mời các Thầy Cô xem bài phỏng vấn thầy Khoa của chúng ta hôm nay 21/2/2017 trên Vietnamnet.

VIETNAMNET.VN
""Vụ việc ở Nam Trung Yên là thất bại nặng nề của giáo dục"" - VietNamNet"
