,content
1722,"ÔNG TRỌNG CŨNG VẮNG BÓNG CHỨ ĐÂU CÓ MỘT MÌNH ÔNG TẬP

Bài báo đăng về việc ông Tập Cận Bình vắng mặt ở Trung Quốc nhưng lại có ý nhắc đến ông Nguyễn Phú Trọng ở Việt Nam.
Bởi nhân dân cả nước trong cơn dịch nguy hiểm tính mạng nhưng các ông lãnh đạo cao nhất ở mỗi nước đều vắng bóng. Thậm chí ông Trọng còn núp sâu hơn ông cả Tập, bởi ít ra ông Tập cũng đã có một lần nhắc đến dịch bệnh Virus Corona khi tuyên bố ""dồn mọi nỗ lực"" ngăn dịch viêm phổi cấp... Còn ông Trọng thì tuyệt đối chưa lần nào phát ra từ ngữ cảm thông với cảnh lo âu của nhân dân. Ngay như cái ngày kỷ niệm 90 năm thành lập đảng cộng sản, với tư cách là đảng trưởng mà ông Trọng cũng không xếp hàng vào lăng viếng bác Hồ Chí… More"
1723,"SỰ ÍCH KỸ VÀ SỰ VÔ CẢM CỦA CHÍNH QUYỀN VIỆT NAM

Hiện nay, trên các trang mạng xã hội và các phương tiện thông tin đại chúng, chúng ta thấy một đại dịch đang xuất hiện đó là virus corona. Corona là một loại virus nó xâm nhập vào cơ thể người và lấy đi sinh mạng con người một cách nhanh chóng, corona là một loại virus truyền nhiễm qua đường hô hấp, nguồn gốc của nó xuất phát từ Trung Quốc. Hiện nay, hơn 90% các nguyên thủ quốc gia trên thế giới vì bảo vệ mạng sống của người dân mình họ đã ra lệnh đóng cửa khẩu và cách ly không cho người Trung Quốc nhập cảnh và thu xếp cho những người trung quốc đang sống trên quốc gia của họ về nước.

Một trong những quốc gia vẫn cho người Trung Quốc nhập…"
1724,"Việt Nam đã có 14 người 'dương tính' với virus corona

N.T.Y., 55 tuổi, hàng xóm của N.T.D, một công nhân được cử sang Vũ Hán, Trung Quốc, tập huấn trước đó, đã được xác định dương tính với nCoV.

Theo báo Zing, tính đến sáng 9/2, Việt Nam ghi nhận 14 người dương tính với virus corona. Trong đó, tỉnh Vĩnh Phúc có 9 trường hợp. Bộ Y tế cho biết tổng số mẫu xét nghiệm là 759 người, trong đó 14 ca dương tính và 745 ca âm tính.

13 người bị xác định dương tính trước đó là:

Li Ding, 66 tuổi, ở Vũ Xương, Vũ Hán, Hồ Bắc, Trung Quốc. Âm tính lần 1, dương tính lần 2.
Li Zichao, 28 tuổi, con của ông Li Ding, làm việc tại Long An. Đã khỏi bệnh và xuất viện sáng 4/2.

L.T. T.H., 25 tuổi, ở xã Vạn Lương,…"
1725,"TÌNH CẢNH NGƯỜI VŨ HÁN

một người phụ nữ đeo mặt nạ đang khóc trên tầng cao
""Giúp tôi với, chồng tôi sắp chết rồi, tôi không biết phải làm gì nữa""

Điều này xảy ra ở rất nhiều ở những gia đình tự cách ly tuyệt vọng trên toàn thành phố Vũ Hán

Theo Badiucao https://t.co/yspOAFlTRv

#TNCG
#Corona"
1726,"Làn sóng tiếc thương cùng phẫn nỗ trước cái chết của vị bác sĩ đưa cảnh báo sớm về viêm phổi Vũ Hán

Người dân Hong Kong đã tổ chức truy điệu cho bác sĩ Lý Văn Lượng (Li Wenliang) tại vườn hoa Chater, Hương Cảng.

Vị bác sĩ tại Vũ Hán này trở thành người hùng của ngành y khi đã cố đưa cảnh báo đầu tiên về dịch viêm phổi do virus Corona. Bác sĩ Lý Văn Lượng, 34 tuổi, đã qua đời hôm 07/02/2020 vì bị lây nhiễm virus từ một bệnh nhân anh điều trị.

Sau khi nhận thấy sự bất thường ở các bệnh nhân đầu tiên nhập viện, bác sĩ Lý đã cố cảnh báo các bạn bè học cùng trường y: ""Họ đang bị cách ly trong khoa cấp cứu"" và ""Thật kinh khủng. Liệu có phải SARS đang trở lại?"". Đây là dòng trao đổi của họ trên…"
1727,"ĐẢNG ĐI ĐÂU HẾT RỒI MÀ ĐỂ DÂN PHẢI ĐỨNG RA PHẢN ĐỐI?

#TNCG
#Formosa2020"
1728,"CÓ AI NHẬN ĐƯỢC TIỀN MỚI CHƯA?

Không phải là đổi mệnh giá đồng tiền đâu nhé, bà con không nên hoang mang!

Tuy nhiên, có nhiều bạn đọc đã nhận định nhận rất chính xác rằng. Để phòng ngừa Virus nằm trên những tờ tiền cũ mà phải đổi, thì tờ tiền mới cũng chỉ sạch sẽ lần đầu tiên lưu hành mà thôi. Bởi khi người ta cầm ra khỏi ngân hàng rồi lưu hành thì vẫn bị bẩn như thường.

Trường hợp nhân viên kho bạc, ngân hàng phát hành tiền mới mà bị nhiễm dịch rồi thì tiền mới có đảm bảo là sạch không? hihi

Điều cơ bản và đơn giản như thế này chẳng lẽ lãnh đạo đảng không biết?
Vậy họ đổi tiền vì mục đích nào khác không ?

P/s: Nghe tin bên Trung Quốc cũng làm cách này nên Việt Nam học tập và làm theo.

#TNCG"
1729,"CHÍNH QUYỀN HÀ TĨNH KHÔNG NÊN “THỬ THÁCH LÒNG DÂN”

Sáng nay, 08.02.2020, người dân Tây Yên thuộc Kỳ Thịnh - huyện Kỳ Anh - Hà Tĩnh đang biểu tình phản đối Công ty Năng lượng An Việt Phát và Công ty Tâm Viết Hải dùng hàng chục ngàn TẤN chất thải độc hại của Formosa để san lấp mặt bằng nơi khu vực đông dân cư.
.................................................

Sau khi người dân Tây Yên tại Phường Kỳ Thịnh, Thị xã Kỳ Anh bắt quả tang Công ty Năng lượng An Việt Phát san lấp mặt bằng, bằng chất thải nguy hại của Formosa, với diện tích lên đến 9,56 ha. Nhưng các cơ quan chức năng cho đó là chất thải không nguy hại. Người dân đang bức xúc đến tột cùng, còn chính quyền Hà Tĩnh dường như vẫn đang thử…"
1730,"CÓ AI BIẾT CON CÁI CỦA LÃNH ĐẠO ĐANG Ở VIỆT NAM HAY CHẠY SANG TƯ BẢN TRỐN CORONA RỒI?

Cuối cùng thì mở cửa cho Virus ào ào vào nước cũng chỉ có dân chết chung với dân thôi à.

#TNCG
#nCoV
#khongcongsan"
1731,"MẠO DANH DI CHÚC CỦA THÁNH GIÁO HOÀNG GIOAN PHAOLÔ II

Trước thảm họa Virus Corona, nhiều người đã bị mắc lừa vì cái di chúc giả này xuất hiện. Thật trớ trêu vì trên một số trang web Công giáo vẫn còn tồn tại bản di chúc giả này, trong đó có cả trang web của giáo phận Vĩnh Long, longthuongxotchua....

Để tăng sự tin tưởng, kẻ tung tin mạo danh ‘di chúc’ đã ghi chú thích: Trích dịch “Di chúc của ÐTC-GP II”, theo bản tiếng Anh của cha Lorenso thuộc Bộ Giáo Lý Ðức tin, Rôma.

Thế nhưng, văn từ trong bản di chúc giả này mang tính ‘hù dọa’ khiên cho con người sợ hãi và làm theo. Đây rõ ràng không bao giờ là ngôn ngữ của Thánh Giáo hoàng Gioan Phaolo II.

Ngoài ra cũng cần lưu ý thêm điều này, khi các bạn nhận được các tin nhắn nào có kèm theo lời phỉnh dụ kiểu: cứ gửi cho 10 người thì được một ơn đại xá. Hoặc người gửi sẽ gặp được điều may mắn, lành bệnh tật... thì đều là giả dối.

Các bạn vào đây để đọc toàn văn Di Chúc của Thánh Giáo Hoàng Gioan Phaolô II.
http://www.simonhoadalat.com/HOCHOI/ThoiSu/04DiChucDGHJP2.htm"
1732,"ĐỪNG NGHE CỘNG SẢN NÓI MÀ HÃY NHÌN CỘNG SẢN LÀM

#TNCG – Đại dịch Corona đang làm mưa làm gió trên toàn cầu và nhất là Trung Quốc là nơi để “xổng chuồng con virus”.
Nhiều quốc gia trên thế giới đã đưa ra các biện pháp phòng ngừa, ngăn chặn tốt nhất có thể để tránh xảy ra hậu quả thảm hại như Trung Quốc nhưng tại Việt Nam thì sao?

1. Cửa khẩu vẫn mở (hôm nay có nghe thông tin là đóng cửa khẩu với……Lào), còn phía Trung Quốc thì vẫn bình thường vì phía Trung Quốc chưa cho phép đóng.
2. Chính Phủ tài trợ, giúp đỡ Trung Quốc với tổng số tiền là 500.000 USD, Hội Chữ Thập Đỏ thì tài trợ 100.000 USD, đồng ý nuôi ăn ở MIỄN PHÍ với người Trung Quốc nhập cảnh vào Việt Nam trong thời gian cách li để…"
1733,"BẠN THẤY LOÀI VIRUS NÀO NGUY HẠI
VÀ TÀN PHÁ NGƯỜI DÂN KHỦNG KHIẾP HƠN?"
1734,"VIRUS LẠ CỨ SANG ÀO ÀO MÀ HÀNG NÔNG SẢN CHÚNG TẮC LẠI HẾT LÀ SAO ĐẢNG ƠI?

P/s: Bác Nguyễn Phú Trọng chưa biết có dịch Corona hay sao mà không thấy chỉ nhắc đến?

#TNCG
#khongcongsan"
1735,"BÁC SỸ LÝ KHÔNG CÓ TỰ DO ĐỂ NÓI LÊN SỰ THẬT VÀ CŨNG KHÔNG CÓ TỰ DO ĐỂ CHẾT

Trái tim của bác sỹ Lý Văn Lượng, một trong 8 bác sĩ đầu tiên cảnh báo về bệnh viêm phổi do Virus Corona (nCoV) gây ra ở Vũ Hán rồi bị an ninh cảnh cáo về việc này, đã ngừng đập vào lúc 21 giờ 30 phút ngày 6.2.

Những nỗ lực cấp cứu đều vô ích. Các bác sỹ đồng nghiệp của anh đã thông báo tin buồn này cho nhiều phóng viên tụ tập ở bệnh viên trung ương Vũ Hán đưa tin về việc điều trị dịch nCoV.

Từ những cơ quan truyền thông quốc doanh thập thành như Nhân Dân nhật báo, Hoàn Cầu thời báo cho đến những tờ báo chuyên nghiệp bậc nhất ở Trung Quốc như Tài Tân đều đã phát đi tin tức xáo động nhân tâm này.

Như một con đập khổng…"
1736,"VIỆT NAM LÀ NƯỚC ĐẦU TIÊN ĐÓNG CỦA KHẨU VỚI LÀO

Khi nghe tin đóng của khẩu với Lào, người dân càng thêm khó khăn đi lại và hoang mang đặt câu hỏi:
- Đóng cửa biên giới Việt Lào khi mà nước Lào hiện nay chưa có ca nào nhiễm nCoV là để bảo vệ dân phía nào vậy?
- Tại sao không dám đóng cửa khẩu phía Trung Quốc là cái hang ổ phát sinh dịch Virus Corona (nCoV), nơi có hàng ngàn người đang ào ào vào Việt Nam?

Chủ trương bảo vệ dân của đảng và nhà nước ta khó hiểu quá. Trong khi nhiều nước khác đã đóng cửa khẩu với Trung Quốc thì Việt Nam lại nhanh chóng đóng của khẩu với Lào. Điều này càng chứng tỏ Việt Nam đang bị đảng cộng sản Trung Quốc lãnh đạo tuyệt đối thông qua hệ thống quan chức bù nhìn, mà đứng đầu hiện nay là ông Nguyễn Phú Trọng.

Lịch sử sẽ ghi lại những kẻ ""bán nước rước dịch"" vào nhà dưới thời đại cai trị của hai đảng anh em Việt Tàu.

#TNCG
#khongcongsan
#nCoV"
1737,"BÊN TRỌNG BÊN KHINH

Ảnh 1 là Học sinh Trường phổ thông dân tộc bán trú tiểu học và THCS Phà Đánh, huyện Kỳ Sơn, Nghệ An đeo khẩu trang được làm bằng giấy để phòng dịch bệnh Corona.

Ảnh 2 là Lãnh đạo Chi cục Hải quan cửa khẩu Lào Cai tặng 10.000 khẩu trang cho Hải quan Hà Khẩu (Trung Quốc) ngày 2/2. Các cửa khẩu tặng cho phía TQ tổng cộng hơn 35.000 khẩu trang y tế.

Ngoài ra, Chính phủ của ông Phúc đã sốt sắng viện trợ y tế cho Trung Quốc 500 nghìn USD.

Bên cạnh đó, Hội chữ thập đỏ Việt Nam cũng viện trợ 100 nghìn USD hàng hoá. Chưa hết, chính quyền các tỉnh Việt Nam dọc biên giới với Trung Quốc cũng đã có nhiều hình thức hỗ trợ và giúp đỡ như tặng khẩu trang, thiết bị y tế,...

Hôm qua…"
1738,"NHỮNG CON NGƯỜI LÀM NÊN LỊCH SỬ...

Mao chủ tịch muôn năm
Stallin chủ tịch muôn năm
Hồ chủ tịch muôn năm
Tập chủ tịch muôn năm
Nguyễn Phú chủ tịch muôn năm
Đảng công sản Việt Nam gắn bó máu thịt với cộng sản Trung Quốc muôn năm.

#TNCG
#khongcongsan"
1739,"THEO CHỦ TRƯƠNG CỦA ĐẢNG, CON VIRUS ""CỒ RÔ NÁ"" CHỈ ĐƯỢC TĂNG THẾ THÔI NHÉ.

P/s: Tăng vượt chủ trương là bắt bỏ tù hết luôn... Đảng anh là vậy, đảng em có quyết tâm học tập và làm theo không? 😂😂
- Học sinh Việt Nam lấy giấy che miệng thay cho khẩu trang???"
1740,"TẤT CẢ LÀ NHỜ CHỦ TRƯƠNG SÁNG SUỐT TÀI TÌNH CỦA HAI ĐẢNG ANH EM VIỆT TÀU!
😍😍😍😍😍"
1741,"CỘNG SẢN LÀ LOÀI DỐI TRÁ NHẤT THIÊN HẠ

Nước ta cũng như nước Tàu, con Virus dối trá nằm sẵn trong trí óc, trái tim của những kẻ thấm nhuần tư tưởng cộng sản.

Vì thế mà bất kỳ chế độ XHCN nào cũng dùng thủ đoạn để bịt miệng những người can đảm nói lên sự thật, hòng cho chế độ dễ dàng lừa đảo nhân dân.

Tai Trung Quốc, anh em ""phản động"" vừa phát hiện 02 câu chuyện ""mùi mẫn"" liên quan đến hình ảnh về việc thủ tướng Trung Quốc lừa dân rằng: ""Ông Lý Khắc Cường đã thân chinh lao vào giữa vùng rốn dịch Virus Vũ Hán để kiểm tra, chỉ đạo và vấn an tinh thần cho dân chúng vào ngày 04/02/2020. Trong chuyến đi cơ sở đó, Thủ tướng Lý chỉ dùng bữa cơm đạm bạc với mù tạt và chai nước suối. Cần học tập tấm…"
1742,"TRUNG QUỐC QUÊN CẢM ƠN VIỆT NAM LÀ CỐ TÌNH HAY CỐ Ý?

Dĩ nhiên, nếu Trung Quốc vô tình quên không cảm ơn Việt Nam thì họ đã xin lỗi và đính chính.
Còn họ cố tình quên thì Việt Nam là nước chư hầu cần phải làm theo mệnh lệnh từ Trung Quốc.
Còn họ cố ý quên thì Việt Nam như là một tỉnh ngoại lại của Trung Quốc.
Chắc là các dư luận viên, tuyên truyền viên, công an viên, đảng viên và ô nhục viên còn nhớ rất rõ chủ trương núi liền núi, sông liền sông và môi hở răng lạnh của đảng và bác đã lựa chọn.

Có ai biết Viêt Nam đã làm những gì cho Trung Quốc trong trận dịch Virus Corona này không?
Tiền bao nhiêu?
Khẩu trang bao nhiêu?
Thiết bị, thuốc men bao nhiêu?
Đón tiếp phục vụ bao nhiêu khách?
Chữa bệnh, chăm sóc bao nhiêu người?
Cái quan trọng là các nước khác đóng cửa biên giới, không tiếp nhận người Trung Quốc nhưng được cảm ơn?

Hoặc là ông Nguyễn Phú Trọng là bậc vĩ nhân hơn cả bác Hồ nên có chủ trương không cần Trung Quốc cảm ơn?!!!!"
1743,"DANH SÁCH 26 NGƯỜI DÂN ĐỒNG TÂM BỊ BẮT ĐI BIỆT TĂM TỪ NGÀY 9/1/2020.

Theo facebooker Mạc Văn Trang, 26 người trong danh sách dưới đây đã bị bắt vào ngày 9/1/2020, nhưng thân nhân, gia đình không hề có bất kỳ tin tức nào của họ.

Ông Trang ""Tha thiết kêu gọi các Tổ chức, các Luật sư, các nhà hoạt động xã hội trong nước và quốc tế hãy mau trợ giúp pháp lý, giúp đỡ những người bị hại và thân nhân họ tìm lại Công lý, Danh dự"" và chuyển tải thông tin này rộng rãi.

1 Lê Đình Công 55 Con cụ Lê Đình Kình
2 Lê Đình Chức 40 Con cụ Lê Đình Kình
3 Lê Đình Doanh 34 Cháu nội cụ Lê Đình Kình
4 Lê Đình Uy 31 Cháu nội cụ Lê Đình Kình
5 Lê Đình Quang 37 Cháu họ cụ Lê Đình Kình
6 Trần Thị Phương 40 Vợ anh Tiến…"
1744,"AN NINH CHÍNH TRỊ NỘI BỘ - KHỞI NGUỒN MỌI BẤT ỔN XÃ HỘI

Bác sỹ Nguyễn Minh Tuấn, công tác tại Bệnh viện C Đà Nẵng. Người liên tục cập nhật những tin tức cảnh báo cho mọi người khi số đông người Việt chưa biết tới Corona.

Những cảnh báo của Ông kêu gọi mọi người nâng cao ý thức về sự nguy hiểm thật sự của Corona. Đúng như cảnh báo, Corona ngày càng nguy hiểm và nghiêm trọng khi nhiều người dân chưa hề biết tới nó. Hiện tại, số người nhiễm và chết ở TQ ngày càng rất lớn. Người Việt cũng không nằm ngoài sự lây lan và đang đối mặt một cuộc đại dịch bệnh quy mô chưa từng có.

Có thể nói, về nguyên tắc những cảnh báo của Ông về mặt chuyên môn là rất cần thiết khi báo chí VN không làm tròn trách…"
1745,"KỂ RA TRUNG QUỐC THUA XA VIỆT NAM VỀ KIỀM CHẾ VIRUS CORONA

Vào ngày 23/01/2020, Trung Quốc cô lập thành phố Vũ Hán để ngăn chặn Virus Corona lây lan sang các nơi khác. Lúc đó, Trung Quốc báo cáo cả nước mới có khoảng 500 người bị nhiễm. Đến nay, sau 12 ngày số người nhiễm đã xấp xỉ 25 ngàn, tức là tăng gấp 49 lần.

Trong khi tại Việt Nam, mặc dù có hàng chục ngàn người Trung Quốc đã sang du lịch và ở lại làm việc nhưng cũng trong thời gian đó, vào ngày 23/01 đã phát hiện hai ca lây nhiễm đầu tiên cho đến nay mới có tăng thêm 5 lần là 10 người mà thôi.
====
Cập nhật con số đến thời điểm này (05/02/2020)
Số ca lây nhiễm: 24,609 người
Số ca tử vong: 494 người
Trong đó một số quốc gia có số người bị lây nhiễm cao như:
Thái Lan: 25 người
Singapore: 24 người
Nhật Bản: 22 người
Hàn Quốc: 16 người
Úc: 13 người
Đức 12 người
Mỹ 11 người
Đài Loan: 11 người
Malaixia: 10 người
Việt Nam: 10 người

#TNCG
#NCoV"
1746,"THEO CÁC BẠN CÂU NÀO PHẢN ÁNH CHÍNH XÁC THỰC TẾ QUAN HỆ GIỮA ĐẢNG VỚI DÂN

Bấm số 1: Gắn bó ""Với Máu Thịt Nhân Dân"", đảng có sức mạng vô địch
Bấ số 2: Gắn bó ""Máu Thịt Với Nhân Dân"" đảng có sức mạng vô địch

Gợi ý: Không có máu thịt của nhân dân, đảng có sức mạnh vô địch để ca ngợi và tự hào không?"
1747,"HAI TỈNH NGHỆ AN VÀ BẾN TRE CÓ TRUYỀN THỐNG CÁCH MẠNG VẺ VANG NHẤT KHÔNG CHO HỌC SINH NGHỈ HỌC

Sau khi dính cú 34 học sinh lên cơn nóng sốt, thì Điện Biên đã hèn nhát cho học sinh nghỉ học, trở thành tỉnh thứ 61 cho học sinh nghỉ học. Còn lại 2 tỉnh có truyền thống cách mạng vẻ vang nhất không cho học sinh nghỉ học là Nghệ An và Bến Tre.

Nghệ An thì quê hương của Bác còn Bến Tre là quê hương Đồng Khởi anh hùng nên quyết không lùi bước trước con virus nhỏ bé Corona.

Lãnh đạo 2 tỉnh này cho biết bên cạnh việc dạy và học bình thường họ sẽ tăng cường phòng dịch. Nói như ngài chủ tịch Tập Cận Bình họ quyết tâm chiến thắng con virus quái quỷ kia.

Tại quê hương Đồng Khởi sử sách còn ghi lại vào lúc…"
1748,"SỰ THẬT TỒI TỆ TẠI HIỆN TRƯỜNG KHU CÁCH LY PHÒNG DỊCH NCOV

Đây là đoạn video chính người dân quay trực tiếp khu vực cách lýdành cho người Việt tại phường Bình Ngọc, thành phố Móng Cái. Thực tế điều kiện sinh hoạt của họ tồi tệ hơn nhiều so với báo chí lề đảng đưa tin.
Trong khi đó, trên cả nước hiện nay có hàng ngàn người Trung Quốc đang được các tỉnh thành tổ chức cho cách ly trong các khách sạn, trung tâm với đầy đủ tiện nghi hoàn toàn miễn phí.

Tại sao lại có sự phân biệt đối xử tồi tệ giữa người Việt Nam và người Trung Quốc.

Vậy là con virus Corona này đã làm lộ ra nhiều bí mật mà hai đảng anh em nhà Sản đã âm thầm ký cam kết chung sống với nhau trong những năm qua.

#TNCG
#virusCorona"
1749,"BẠN HÃY CẦU NGUYỆN CÙNG TỔNG LÃNH THIÊN THẦN RAPHAEL TRONG CƠN ĐẠI DỊCH VIRUS CORONA
...............................

Raphael nghĩa là “Sức mạnh Chữa lành của Thiên Chúa” hoặc “Thiên Chúa chữa lành”.

Chữ Rapha trong tiếng Do Thái nghĩa là “bác sĩ” hoặc “người chữa lành”. TLTT Raphael giúp chúng ta mau lành bệnh về thể lý và tinh thần nếu chúng ta cầu xin ngài. Kinh thánh kể chuyện ông Abraham khỏi đau sau khi ông chịu phép cắt bì. Bạn cũng có thể cầu xin TLTT Raphael thay cho người khác.

TLTT Raphael là người dễ gần gũi và vui vẻ nhất trong các Thiên thần. Ngài thường được vẽ là người vui vẻ nói chuyện với người khác. Ngài rất ngọt ngào, yêu thương, tử tế và hiền từ, khi bạn thấy những tia…"
1750,"TẤT CẢ SẢN TỘC ĐỀU TÔN THỜ LÃNH TỤ CỦA HỌ HƠN CẢ TRỜI PHẬT, TỔ TIÊN.

#TNCG
#khongcongsan"
1751,"CHUYỆN KỂ TỪ THÔN HOÀNH: AI SẼ TRẢ LẠI TUỔI THƠ CHO CÁC CON!

“Chúng tội lắm!”

Người phụ nữ có khuôn mặt đượm buồn luôn miệng nhắc lại điệp khúc “chúng tội lắm” và chậm rãi kể lại cho chúng tôi về những đứa con của chị Nguyễn Thị Phượng. Chị cùng chồng, cả hai vợ chồng đều bị bắt vào cái đêm nhà cầm quyền đột kích thôn Hoành. Từ ngày bố mẹ bị bắt, ba đứa trẻ mỗi đứa một nơi. Đứa lớn học lớp 7. Đứa học lớp một. Thương nhất là đứa bé 17 tháng tuổi còn đang bú mẹ! Mẹ bị bắt, bà ngoại vội vã thu xếp bế cháu vào Nam chạy loạn.

“Chúng tội lắm!”

Ba đứa trẻ nhà chị Phượng chỉ là một trong hàng chục đứa trẻ có cha hoặc mẹ bị bắt, cũng như hàng trăm đứa trẻ thôn Hoành đã bị cái đêm hôm ấy ám ảnh với…"
1752,"TÔI ĐÃ KHAI TRỪ ĐẢNG KHỎI LÒNG TÔI!

- Cựu Đại tá an ninh Nguyễn Đăng Quang -

Thằng con trai 46 tuổi của tôi hồ hởi báo tin: “Nhà mình hôm nay có tin vui. Bố phải thông báo cho tất cả anh chị em nội ngoại và bạn bè thân thiết biết để mọi người mừng cho bố. Có lẽ bố phải mở tiệc chiêu đãi cả nhà để đánh dấu sự kiện này”. Nói đoạn, nó mở bì thư, trịnh trọng đọc quyết định của Quận ủy Cầu Giấy v/v xóa tên tôi khỏi danh sách đảng viên Đảng Cộng sản Việt Nam (ĐCSVN) “do đã vi phạm quy định chuyển sinh hoạt Đảng”.

Tôi quyết định “thoái Đảng” (tức lẳng lặng bỏ Đảng, không chuyển sinh hoạt Đảng) từ giữa năm 2003 ngay sau khi nhận quyết định nghỉ hưu. Ngày 3/2/2020 này, tôi đã “thoái Đảng” được suýt…"
1753,"CẢ NGÀY HÔM QUA NÓI CHUYỆN ĐẢNG 90 TUỔI KHIẾN MỆT MỎI, GIỜ ĐĂNG CÁI NÀY XẢ STRESS.

Nguồn hình: Ông Ké

#TNCG"
1754,"LONG TRỌNG KỶ NIỆM ĐẢNG TRÒN 90 TUỔI MÀ KỲ VẬY?

Bác Trọng vừa làm Tổng Bí Thư kiêm luôn cả chủ Tịch nước nên chức to hơn bác Hồ trước đây, vì thế mà bác Trọng khinh thường bác Hồ nên không cần vào lăng viếng như các lãnh đạo khác, hay là do bác Trọng sợ ra chỗ đông người bị lây nhiễm Virus Corona?

Khó hiểu quá nha !

#TNCG"
1755,"AI ĐỒNG Ý VỚI BÁC TRỌNG KHÔNG?

P/s: Lỡ may đảng cộng sản chết là Dân Việt Nam cũng bị diệt vong luôn sao?
#TNCG
#khongcongsan"
1756,"NƯỚC VIỆT NAM NHƯNG TRUNG QUỐC QUẢN LÝ RỒI À BÁC TRỌNG?

P/s: Kiểu tương tự đất đai, ruộng vườn của người dân nhưng nhà nước quản lý. Quan chức hai đảng tha hồ chia nhau.

#TNCG
#Virus03_2_2020"
1757,"LINH MỤC SƠN NHÂN GỬI BỨC THƯ ĐAU LÒNG TỪ VÙNG DỊCH VŨ HÁN

Shan Ren Shen Fu (山人 神父)
Vào buổi chiều trước giao thừa (24 tháng 1/2020), tôi nhận được huấn lệnh từ Đức Giám Mục hủy bỏ các Thánh lễ ngày Tết. Mới hai ngày trước đây, tôi đã gửi thông báo về chương trình năm mới cho những đêm 24, ngày 25 và ngày Chúa Nhật và tôi dự định về quê ngay sau thánh lễ Chúa Nhật. ""Trở về nhà sau đêm giao thừa"" đã trở thành một tập quán cuả tôi. Nhưng bây giờ vì chương trình Tết bị hủy bỏ rồi, tôi quyết định về nhà sớm, vào ngày 25 tháng 1 ngay sau khi ăn giao thừa với các tín hữu xong.

""Về nhà"" đã trở thành một quyết định khó khăn trong năm nay. Trước Tết tôi nhiều lần nói chuyện với bố mẹ qua điện thoại…"
1758,"MONG SAO LOẠI KHẨU TRANG ""PHẢN ĐỐI TRUNG QUỐC"" ĐƯỢC PHÁT CHO DÂN VIỆT SỬ DỤNG.

Bởi ngay trong lúc bùng phát dịch viêm phổi cẩm do Virus Vũ Hán (n-Cov) đang diễn tra trên đất liền, Tàu cảnh sát biển của Trung Quốc vẫn tranh thủ lộng hành ở vùng Đặc quyền kinh tế vùng Biển (EEZ) của nước ta.

Theo báo cáo chương trình Minh bạch Hàng hải Châu Á (AMTI) mới công bố của Trung tâm nghiên cứu chiến lược và quốc tế (CSIS) nêu rõ:
""Trong vài tuần liền gần đây, các tàu cảnh sát biển Trung Quốc, xuất phát từ 3 cơ sở quân sự ở chiếm đóng của Việt Nam tại Trường Sa, để hộ tống một đội tàu cá xâm phạm EEZ của Indonesia quanh quần đảo Natuna, phía nam Biển Đông. Đội tàu cá này được cho là một phần của lực…"
1759,"KỶ NIỆM NGÀY THÀNH LẬP DACOSAVINA

Hôm nay tròn 90 năm (03/2/1930 - 03/02/2020) đảng cộng sản có mặt trên đất nước Việt Nam, tôi có thắc mắc này:

'Đảng dạy kiểu gì mà cán bộ là công bộc, là đầy tớ của nhân dân mà lại ngày càng giàu sang gấp nhiều lần ông chủ như vậy? Trước kia nghe nói đảng phải xin củ khoai của dân để ăn, mà nay hội trường, văn phòng của đảng nguy nga lộng lậy thế ?"".

Ngoại bang tài trợ cho đảng phải không?
Hoặc là đảng vinh quang nhờ cướp tài sản, xương máu đồng bào?"
1760,"90 NĂM ĐẢNG BÚA LIỀM

Đảng búa liềm Việt Nam chọn ngày 3.2.1930 là ngày khai sinh tổ chức của họ. Từ đó, sau khi cướp được chính quyền và cướp được một vùng lãnh thổ để vỗ ngực xưng hùng xưng bá và ngạo ngược cưỡi đầu cưỡi cổ dân, hàng năm, cứ đến ngày sinh của đảng búa liềm, cả hệ thống truyền thông dối trá, lừa bịp của nhà nước búa liềm lại chạy hết công suất kể công lao tưởng tượng của họ. Nhờ có đảng, đất nước mới có độc lập, người dân mới có được cuộc sống như ngày hôm nay.

Ngoài những tội ác man rợ với người dân, đảng búa liềm khát máu đã để lại những trang đau thương đẫm máu nhất trong lịch sử Việt Nam. Ngoài những tội tày trời với quá khứ dựng nước và giữ nước vẻ vang của cha ông,…"
1761,"BÀ CON HẢI PHÒNG KIỂM TRA GIÚP NHÀ THUỐC NÀY CÓ BỊ RÚT GIẤY PHÉP KHÔNG?

Ông Vũ Đức Đam đã tuyên bố nhà thuốc nào tăng giá khẩu trang là rút giấy phép ngay lập tức nhé. Nhưng nếu hàng khan hiếm do Trung Quốc thu gom nên giá cao thì rút giấy phép kiểu gì đây ông Đức Đam?

Mà lẽ ra người dân Việt Nam nên rút ""ống thở"" của cái tổ chức gọi là đảng cộng sản, mà đứng đầu hiện nay là ông Nguyễn Phú Trọng đã ký cam kết đóng cửa biên giới, để ngăn ngừa dịch bệnh lây lan cho người dân thì phải được sự đồng ý cho phép của đảng anh Trung Quốc?

Vậy nên khi có dịch bệnh bùng phát vẫn cứ đón mỗi ngày hàng chục ngàn người từ cái nước dịch bệnh sang ăn chơi. Để rồi giờ lây lan khắp nơi thì lên giọng ""quan tâm…"
